provider,model,thinking_mode,prompt_id,prompt_style,parse_family,prompt_template,horn,total,correct,accuracy,unclear,unclear_rate,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,92,0.388,115,0.485,119,59,0.496,118,33,0.280
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,612,385,0.629,207,0.338,307,191,0.622,305,194,0.636
anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,44,44,1.000,0,0.000,22,22,1.000,22,22,1.000
anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,138,138,1.000,0,0.000,69,69,1.000,69,69,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,84,0.354,116,0.489,119,59,0.496,118,25,0.212
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,612,368,0.601,207,0.338,307,200,0.651,305,168,0.551
anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,111,0.468,116,0.489,119,60,0.504,118,51,0.432
anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,611,402,0.658,207,0.339,306,202,0.660,305,200,0.656
anthropic,claude-haiku-4-5-20251001,nothink,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,3,0.750,0,0.000,2,1,0.500,2,2,1.000
anthropic,claude-haiku-4-5-20251001,nothink,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,3,0.750,0,0.000,2,2,1.000,2,1,0.500
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-haiku-4-5-20251001,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,220,64,0.291,121,0.550,111,17,0.153,109,47,0.431
anthropic,claude-haiku-4-5-20251001,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,226,105,0.465,121,0.535,113,52,0.460,113,53,0.469
anthropic,claude-haiku-4-5-20251001,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,29,28,0.966,1,0.034,15,14,0.933,14,14,1.000
anthropic,claude-haiku-4-5-20251001,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,32,32,1.000,0,0.000,16,16,1.000,16,16,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,220,63,0.286,121,0.550,111,17,0.153,109,46,0.422
anthropic,claude-haiku-4-5-20251001,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,226,102,0.451,121,0.535,113,49,0.434,113,53,0.469
anthropic,claude-haiku-4-5-20251001,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,220,92,0.418,121,0.550,111,44,0.396,109,48,0.440
anthropic,claude-haiku-4-5-20251001,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,226,105,0.465,121,0.535,113,52,0.460,113,53,0.469
anthropic,claude-haiku-4-5-20251001,nothink,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
anthropic,claude-haiku-4-5-20251001,nothink,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,386,381,0.987,0,0.000,194,190,0.979,192,191,0.995
anthropic,claude-haiku-4-5-20251001,think-high,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,108,108,1.000,0,0.000,54,54,1.000,54,54,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,386,378,0.979,0,0.000,194,189,0.974,192,189,0.984
anthropic,claude-haiku-4-5-20251001,think-med,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,386,385,0.997,0,0.000,194,194,1.000,192,191,0.995
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,1,0.500,1,0.500,1,1,1.000,1,0,0.000
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,304,0.993,1,0.003,156,155,0.994,150,149,0.993
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,2,1.000,0,0.000,1,1,1.000,1,1,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,289,0.944,1,0.003,156,145,0.929,150,144,0.960
