experiment,run_id,provider,model,thinking_mode,prompt_id,prompt_template,prompt_style,parse_family,horn,maxvars,maxlen,total,correct,accuracy,unclear,unclear_rate,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,3,4,3,0.75,0,0.0,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,2,4,3,0.75,0,0.0,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,5,3,1,0.3333333333333333,0,0.0,2,1,0.5,1,0,0.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,5,2,2,1.0,0,0.0,1,1,1.0,1,1,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,4,4,3,0.75,0,0.0,2,2,1.0,2,1,0.5
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,5,4,3,0.75,0,0.0,2,2,1.0,2,1,0.5
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,4,4,2,0.5,0,0.0,2,2,1.0,2,0,0.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,5,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,4,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,5,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,6,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,7,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,4,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,8,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,4,4,3,0.75,0,0.0,2,2,1.0,2,1,0.5
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,1,9,5,2,2,1.0,0,0.0,1,1,1.0,1,1,1.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,4,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,4,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,4,4,4,3,0.75,0,0.0,2,2,1.0,2,1,0.5
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,4,5,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,5,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,5,3,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,5,4,4,2,0.5,0,0.0,2,2,1.0,2,0,0.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,5,5,4,2,0.5,0,0.0,2,2,1.0,2,0,0.0
anthropic_cheap_cnf2_con_mixed,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,0,6,2,4,4,1.0,0,0.0,2,2,1.0,2,2,1.0
