llmlog paper figure description (sidecar; not for the article)

figure_pdf: fig_model_comparison.pdf
figure_id: model_comparison
variant: new

Header removed from PDF
- title: Model comparison under a fixed task setting
- context: Subset: Horn / Non-Horn · Representation: Compact CNF · Prompt: examples-only · Targets: see legend

Panel headers (now inside panels)
- format: '<subset> · k=<k>' (style matches '# vars (n)' axis label)

Selection / filters
- representation: Compact CNF
- prompt_label: examples-only
- maxvars (n): [10, 20, 30, 40, 50]
- maxlen (k): [3, 4, 5]
- subsets: Horn; Non-Horn

Metric definition
- accuracy_mode: completed
- completed denominator: answered + unclear (excludes pending + errors)
- point inclusion threshold: completed >= 5

Run sources used (suite/run)
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__anthropic_claude-opus-4-5-20251101__think-none / baseline_case10_len3_5_vars10_50
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__google_gemini-3-flash-preview__think-minimal / baseline_case10_len3_5_vars10_50_rerun_20260119
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__google_gemini-3-pro-preview__think-high / baseline_case10_len3_5_vars10_50_rerun_20260119
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__openai_gpt-5.2-pro__think-high / horn_ex_only_len3_vars10_50_case10
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__openai_gpt-5.2-pro__think-high / horn_ex_only_len4_vars10_50_case10
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__openai_gpt-5.2-pro__think-high / horn_ex_only_len5_vars10_50_case10
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__openai_gpt-5.2__think-none / horn_ex_only_cnf_compact_len3_vars10_50_case10
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__openai_gpt-5.2__think-none / horn_ex_only_cnf_compact_len4_vars10_50_case10
- sat__repr-cnf_compact__subset-hornonly__prompt-examples_only__openai_gpt-5.2__think-none / horn_ex_only_cnf_compact_len5_vars10_50_case10
- sat__repr-cnf_compact__subset-nonhornonly__prompt-examples_only__anthropic_claude-opus-4-5-20251101__think-none / baseline_case10_len3_5_vars10_50
- sat__repr-cnf_compact__subset-nonhornonly__prompt-examples_only__google_gemini-3-flash-preview__think-minimal / baseline_case10_len3_5_vars10_50_rerun_20260119
- sat__repr-cnf_compact__subset-nonhornonly__prompt-examples_only__google_gemini-3-pro-preview__think-high / baseline_case10_len3_5_vars10_50_rerun_20260119
- sat__repr-cnf_compact__subset-nonhornonly__prompt-examples_only__openai_gpt-5.2-pro__think-high / nonhorn_ex_only_cnf_compact_len3_vars10_50_case10
- sat__repr-cnf_compact__subset-nonhornonly__prompt-examples_only__openai_gpt-5.2__think-none / nonhorn_ex_only_cnf_compact_len3_vars10_50_case10
- sat__repr-cnf_compact__subset-nonhornonly__prompt-examples_only__openai_gpt-5.2__think-none / nonhorn_ex_only_cnf_compact_len4_vars10_50_case10
- sat__repr-cnf_compact__subset-nonhornonly__prompt-examples_only__openai_gpt-5.2__think-none / nonhorn_ex_only_cnf_compact_len5_vars10_50_case10

Numeric validation table: Horn · k=3 (sat+unsat combined)
target	n	total	pending	errors	answered	unclear	completed	correct	acc_completed	plotted
Anthropic claude-opus-4-5-20251101 (none)	10	10	0	0	10	0	10	9	0.900	yes
Anthropic claude-opus-4-5-20251101 (none)	20	10	0	0	10	0	10	8	0.800	yes
Anthropic claude-opus-4-5-20251101 (none)	30	10	0	0	10	0	10	7	0.700	yes
Anthropic claude-opus-4-5-20251101 (none)	40	10	0	0	10	0	10	7	0.700	yes
Anthropic claude-opus-4-5-20251101 (none)	50	10	0	0	10	0	10	6	0.600	yes
Google gemini-3-flash-preview (minimal)	10	10	0	0	10	0	10	10	1.000	yes
Google gemini-3-flash-preview (minimal)	20	10	0	0	10	0	10	9	0.900	yes
Google gemini-3-flash-preview (minimal)	30	10	0	0	10	0	10	7	0.700	yes
Google gemini-3-flash-preview (minimal)	40	10	0	0	10	0	10	6	0.600	yes
Google gemini-3-flash-preview (minimal)	50	10	0	0	10	0	10	6	0.600	yes
Google gemini-3-pro-preview (high)	10	10	0	3	7	0	7	7	1.000	yes
Google gemini-3-pro-preview (high)	20	10	0	5	5	0	5	5	1.000	yes
Google gemini-3-pro-preview (high)	30	10	0	4	5	1	6	5	0.833	yes
Google gemini-3-pro-preview (high)	40	10	0	1	9	0	9	9	1.000	yes
Google gemini-3-pro-preview (high)	50	10	0	5	5	0	5	5	1.000	yes
OpenAI gpt-5.2 (none)	10	10	0	0	10	0	10	7	0.700	yes
OpenAI gpt-5.2 (none)	20	10	0	0	10	0	10	6	0.600	yes
OpenAI gpt-5.2 (none)	30	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	40	10	0	0	10	0	10	6	0.600	yes
OpenAI gpt-5.2 (none)	50	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2-pro (high)	10	10	0	0	10	0	10	10	1.000	yes
OpenAI gpt-5.2-pro (high)	20	10	0	0	10	0	10	10	1.000	yes
OpenAI gpt-5.2-pro (high)	30	10	0	0	10	0	10	10	1.000	yes
OpenAI gpt-5.2-pro (high)	40	10	0	0	10	0	10	10	1.000	yes
OpenAI gpt-5.2-pro (high)	50	10	0	0	10	0	10	10	1.000	yes

Numeric validation table: Non-Horn · k=3 (sat+unsat combined)
target	n	total	pending	errors	answered	unclear	completed	correct	acc_completed	plotted
Anthropic claude-opus-4-5-20251101 (none)	10	10	0	0	10	0	10	8	0.800	yes
Anthropic claude-opus-4-5-20251101 (none)	20	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	30	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	40	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	50	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	10	10	0	0	10	0	10	6	0.600	yes
Google gemini-3-flash-preview (minimal)	20	10	0	0	10	0	10	6	0.600	yes
Google gemini-3-flash-preview (minimal)	30	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	40	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	50	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-pro-preview (high)	10	10	0	0	10	0	10	10	1.000	yes
Google gemini-3-pro-preview (high)	20	10	0	0	10	0	10	10	1.000	yes
Google gemini-3-pro-preview (high)	30	10	0	3	7	0	7	5	0.714	yes
Google gemini-3-pro-preview (high)	40	10	0	7	3	0	3	3	1.000	no
Google gemini-3-pro-preview (high)	50	10	0	7	3	0	3	3	1.000	no
OpenAI gpt-5.2 (none)	10	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	20	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	30	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	40	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	50	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2-pro (high)	10	10	0	0	10	0	10	10	1.000	yes
OpenAI gpt-5.2-pro (high)	20	10	0	0	10	0	10	10	1.000	yes
OpenAI gpt-5.2-pro (high)	30	10	0	1	9	0	9	7	0.778	yes
OpenAI gpt-5.2-pro (high)	40	10	0	1	9	0	9	5	0.556	yes
OpenAI gpt-5.2-pro (high)	50	10	0	2	8	0	8	5	0.625	yes

Numeric validation table: Non-Horn · k=4 (sat+unsat combined)
target	n	total	pending	errors	answered	unclear	completed	correct	acc_completed	plotted
Anthropic claude-opus-4-5-20251101 (none)	10	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	20	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	30	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	40	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	50	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	10	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	20	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	30	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	40	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	50	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-pro-preview (high)	10	10	0	3	7	0	7	7	1.000	yes
Google gemini-3-pro-preview (high)	20	10	0	8	2	0	2	1	0.500	no
Google gemini-3-pro-preview (high)	30	10	0	7	3	0	3	1	0.333	no
Google gemini-3-pro-preview (high)	40	10	0	9	1	0	1	1	1.000	no
Google gemini-3-pro-preview (high)	50	10	0	8	2	0	2	1	0.500	no
OpenAI gpt-5.2 (none)	10	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	20	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	30	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	40	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	50	10	0	0	10	0	10	5	0.500	yes

Numeric validation table: Non-Horn · k=5 (sat+unsat combined)
target	n	total	pending	errors	answered	unclear	completed	correct	acc_completed	plotted
Anthropic claude-opus-4-5-20251101 (none)	10	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	20	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	30	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	40	10	0	0	10	0	10	5	0.500	yes
Anthropic claude-opus-4-5-20251101 (none)	50	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	10	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	20	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	30	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	40	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-flash-preview (minimal)	50	10	0	0	10	0	10	5	0.500	yes
Google gemini-3-pro-preview (high)	10	10	0	4	6	0	6	4	0.667	yes
Google gemini-3-pro-preview (high)	20	10	0	8	2	0	2	0	0.000	no
Google gemini-3-pro-preview (high)	30	10	0	7	3	0	3	3	1.000	no
Google gemini-3-pro-preview (high)	40	10	0	5	5	0	5	3	0.600	yes
Google gemini-3-pro-preview (high)	50	10	0	4	6	0	6	3	0.500	yes
OpenAI gpt-5.2 (none)	10	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	20	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	30	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	40	10	0	0	10	0	10	5	0.500	yes
OpenAI gpt-5.2 (none)	50	10	0	0	10	0	10	5	0.500	yes

Paper text check (RQ4 example): Non-Horn, k=3, SAT vs UNSAT (completed denominator)
- OpenAI gpt-5.2 (none) sat_acc=1.00 ; N_sat_completed=25
- OpenAI gpt-5.2 (none) unsat_acc=0.00 ; N_unsat_completed=25
- Google gemini-3-pro-preview (high) sat_acc=0.88 ; N_sat_completed=16
- Google gemini-3-pro-preview (high) unsat_acc=1.00 ; N_unsat_completed=17

Notes
- This file replaces the in-figure title/subtitle: contextual detail is here and in the LaTeX caption.
