provider,model,thinking_mode,prompt_id,prompt_style,parse_family,prompt_template,horn,total,correct,accuracy,unclear,unclear_rate,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
anthropic,claude-haiku-4-5-20251001,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,220,64,0.291,121,0.550,111,17,0.153,109,47,0.431
anthropic,claude-haiku-4-5-20251001,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,226,105,0.465,121,0.535,113,52,0.460,113,53,0.469
anthropic,claude-haiku-4-5-20251001,nothink,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
anthropic,claude-haiku-4-5-20251001,nothink,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,386,381,0.987,0,0.000,194,190,0.979,192,191,0.995
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,92,0.388,115,0.485,119,59,0.496,118,33,0.280
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,612,385,0.629,207,0.338,307,191,0.622,305,194,0.636
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,1,0.500,1,0.500,1,1,1.000,1,0,0.000
anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,304,0.993,1,0.003,156,155,0.994,150,149,0.993
anthropic,claude-haiku-4-5-20251001,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,29,28,0.966,1,0.034,15,14,0.933,14,14,1.000
anthropic,claude-haiku-4-5-20251001,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,32,32,1.000,0,0.000,16,16,1.000,16,16,1.000
anthropic,claude-haiku-4-5-20251001,think-high,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,108,108,1.000,0,0.000,54,54,1.000,54,54,1.000
anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,44,44,1.000,0,0.000,22,22,1.000,22,22,1.000
anthropic,claude-haiku-4-5-20251001,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,138,138,1.000,0,0.000,69,69,1.000,69,69,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,50,0.270,110,0.595,93,36,0.387,92,14,0.152
anthropic,claude-haiku-4-5-20251001,think-low,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,214,0.460,214,0.460,233,125,0.536,232,89,0.384
anthropic,claude-haiku-4-5-20251001,think-low,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,29,1.000,0,0.000,17,17,1.000,12,12,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,3,0.750,0,0.000,2,2,1.000,2,1,0.500
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,220,63,0.286,121,0.550,111,17,0.153,109,46,0.422
anthropic,claude-haiku-4-5-20251001,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,226,102,0.451,121,0.535,113,49,0.434,113,53,0.469
anthropic,claude-haiku-4-5-20251001,think-low,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,386,378,0.979,0,0.000,194,189,0.974,192,189,0.984
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,84,0.354,116,0.489,119,59,0.496,118,25,0.212
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,612,368,0.601,207,0.338,307,200,0.651,305,168,0.551
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,2,1.000,0,0.000,1,1,1.000,1,1,1.000
anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,289,0.944,1,0.003,156,145,0.929,150,144,0.960
anthropic,claude-haiku-4-5-20251001,think-med,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,66,0.357,114,0.616,93,35,0.376,92,31,0.337
anthropic,claude-haiku-4-5-20251001,think-med,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,252,0.542,213,0.458,233,127,0.545,232,125,0.539
anthropic,claude-haiku-4-5-20251001,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,220,92,0.418,121,0.550,111,44,0.396,109,48,0.440
anthropic,claude-haiku-4-5-20251001,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,226,105,0.465,121,0.535,113,52,0.460,113,53,0.469
anthropic,claude-haiku-4-5-20251001,think-med,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,386,385,0.997,0,0.000,194,194,1.000,192,191,0.995
anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,111,0.468,116,0.489,119,60,0.504,118,51,0.432
anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,611,402,0.658,207,0.339,306,202,0.660,305,200,0.656
anthropic,claude-opus-4-1-20250805,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,0,0.000,5,1.000,3,0,0.000,2,0,0.000
anthropic,claude-opus-4-1-20250805,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,515,0.990,5,0.010,260,257,0.988,260,258,0.992
anthropic,claude-opus-4-1-20250805,think-med,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,28,28,1.000,0,0.000,17,17,1.000,11,11,1.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,1,0.500,1,0.500,1,1,1.000,1,0,0.000
anthropic,claude-opus-4-1-20250805,think-med,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,304,0.993,2,0.007,156,154,0.987,150,150,1.000
anthropic,claude-sonnet-4-20250514,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,514,0.988,5,0.010,260,257,0.988,260,257,0.988
anthropic,claude-sonnet-4-5-20250929,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,0,0.000,5,1.000,3,0,0.000,2,0,0.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,73,0.395,110,0.595,93,38,0.409,92,35,0.380
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,251,0.540,213,0.458,233,126,0.541,232,125,0.539
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,29,1.000,0,0.000,17,17,1.000,12,12,1.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,189,66,0.349,121,0.640,95,34,0.358,94,32,0.340
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,194,73,0.376,121,0.624,97,36,0.371,97,37,0.381
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,277,277,1.000,0,0.000,139,139,1.000,138,138,1.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,193,76,0.394,115,0.596,97,40,0.412,96,36,0.375
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,473,266,0.562,207,0.438,237,134,0.565,236,132,0.559
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,0,0.000,2,1.000,1,0,0.000,1,0,0.000
anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,305,0.997,1,0.003,156,155,0.994,150,150,1.000
google,gemini-2.5-flash,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,5,1.000,0,0.000,3,3,1.000,2,2,1.000
google,gemini-2.5-flash,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,330,0.635,0,0.000,260,84,0.323,260,246,0.946
google,gemini-2.5-flash,think-med,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,184,100,0.543,64,0.348,93,50,0.538,91,50,0.549
google,gemini-2.5-flash,think-med,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,384,0.826,59,0.127,233,172,0.738,232,212,0.914
google,gemini-2.5-flash,think-med,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-flash,think-med,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,29,1.000,0,0.000,17,17,1.000,12,12,1.000
google,gemini-2.5-flash,think-med,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-flash,think-med,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
google,gemini-2.5-flash,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,189,119,0.630,8,0.042,95,47,0.495,94,72,0.766
google,gemini-2.5-flash,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,193,191,0.990,0,0.000,97,95,0.979,96,96,1.000
google,gemini-2.5-flash,think-med,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
google,gemini-2.5-flash,think-med,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,277,277,1.000,0,0.000,139,139,1.000,138,138,1.000
google,gemini-2.5-flash,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,193,105,0.544,64,0.332,97,56,0.577,96,49,0.510
google,gemini-2.5-flash,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,473,386,0.816,54,0.114,237,175,0.738,236,211,0.894
google,gemini-2.5-flash,think-med,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,0,0.000,2,1.000,1,0,0.000,1,0,0.000
google,gemini-2.5-flash,think-med,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,306,1.000,0,0.000,156,156,1.000,150,150,1.000
google,gemini-2.5-flash-lite,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,2,0.400,3,0.600,3,0,0.000,2,2,1.000
google,gemini-2.5-flash-lite,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,423,0.813,57,0.110,260,175,0.673,260,248,0.954
google,gemini-2.5-flash-lite,nothink,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,91,0.492,24,0.130,93,56,0.602,92,35,0.380
google,gemini-2.5-flash-lite,nothink,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,305,0.656,49,0.105,233,133,0.571,232,172,0.741
google,gemini-2.5-flash-lite,nothink,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,2,0.500,0,0.000,2,2,1.000,2,0,0.000
google,gemini-2.5-flash-lite,nothink,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,25,0.862,0,0.000,17,17,1.000,12,8,0.667
google,gemini-2.5-flash-lite,nothink,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,2,0.500,0,0.000,2,2,1.000,2,0,0.000
google,gemini-2.5-flash-lite,nothink,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,3,0.750,0,0.000,2,2,1.000,2,1,0.500
google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,2,0.500,0,0.000,2,2,1.000,2,0,0.000
google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,15,0.625,0,0.000,14,14,1.000,10,1,0.100
google,gemini-2.5-flash-lite,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,237,113,0.477,8,0.034,119,89,0.748,118,24,0.203
google,gemini-2.5-flash-lite,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,241,152,0.631,5,0.021,121,85,0.702,120,67,0.558
google,gemini-2.5-flash-lite,nothink,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
google,gemini-2.5-flash-lite,nothink,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,426,261,0.613,1,0.002,214,161,0.752,212,100,0.472
google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,124,0.523,52,0.219,119,67,0.563,118,57,0.483
google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,624,439,0.704,89,0.143,313,193,0.617,311,246,0.791
google,gemini-2.5-flash-lite,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,1,0.500,1,0.500,1,1,1.000,1,0,0.000
google,gemini-2.5-flash-lite,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,192,0.627,10,0.033,156,102,0.654,150,90,0.600
google,gemini-2.5-flash-lite,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,47,39,0.830,0,0.000,24,18,0.750,23,21,0.913
google,gemini-2.5-flash-lite,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,48,44,0.917,0,0.000,24,20,0.833,24,24,1.000
google,gemini-2.5-flash-lite,think-high,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,148,144,0.973,0,0.000,74,70,0.946,74,74,1.000
google,gemini-2.5-flash-lite,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,44,43,0.977,0,0.000,22,21,0.955,22,22,1.000
google,gemini-2.5-flash-lite,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,149,141,0.946,2,0.013,75,69,0.920,74,72,0.973
google,gemini-2.5-flash-lite,think-low,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,96,0.519,31,0.168,93,67,0.720,92,29,0.315
google,gemini-2.5-flash-lite,think-low,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,271,0.583,76,0.163,233,149,0.639,232,122,0.526
google,gemini-2.5-flash-lite,think-low,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,3,0.750,0,0.000,2,2,1.000,2,1,0.500
google,gemini-2.5-flash-lite,think-low,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,27,0.931,0,0.000,17,17,1.000,12,10,0.833
google,gemini-2.5-flash-lite,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,2,0.500,0,0.000,2,0,0.000,2,2,1.000
google,gemini-2.5-flash-lite,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,3,0.750,0,0.000,2,2,1.000,2,1,0.500
google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,22,0.917,0,0.000,14,13,0.929,10,9,0.900
google,gemini-2.5-flash-lite,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,237,121,0.511,0,0.000,119,11,0.092,118,110,0.932
google,gemini-2.5-flash-lite,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,241,151,0.627,0,0.000,121,33,0.273,120,118,0.983
google,gemini-2.5-flash-lite,think-low,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
google,gemini-2.5-flash-lite,think-low,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,426,296,0.695,0,0.000,214,90,0.421,212,206,0.972
google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,237,119,0.502,36,0.152,119,87,0.731,118,32,0.271
google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,624,341,0.546,137,0.220,313,177,0.565,311,164,0.527
google,gemini-2.5-flash-lite,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,0,0.000,2,1.000,1,0,0.000,1,0,0.000
google,gemini-2.5-flash-lite,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,198,0.647,0,0.000,156,50,0.321,150,148,0.987
google,gemini-2.5-flash-lite,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,48,34,0.708,0,0.000,24,13,0.542,24,21,0.875
google,gemini-2.5-flash-lite,think-med,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,48,45,0.938,0,0.000,24,21,0.875,24,24,1.000
google,gemini-2.5-flash-lite,think-med,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,148,141,0.953,0,0.000,74,67,0.905,74,74,1.000
google,gemini-2.5-flash-lite,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,44,35,0.795,6,0.136,22,19,0.864,22,16,0.727
google,gemini-2.5-flash-lite,think-med,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,150,144,0.960,3,0.020,76,72,0.947,74,72,0.973
google,gemini-2.5-pro,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,2,0.400,3,0.600,3,0,0.000,2,2,1.000
google,gemini-2.5-pro,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,412,0.792,97,0.187,260,183,0.704,260,229,0.881
google,gemini-2.5-pro,think-high,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,184,75,0.408,102,0.554,93,30,0.323,91,45,0.495
google,gemini-2.5-pro,think-high,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,344,0.740,110,0.237,233,137,0.588,232,207,0.892
google,gemini-2.5-pro,think-high,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-pro,think-high,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,29,1.000,0,0.000,17,17,1.000,12,12,1.000
google,gemini-2.5-pro,think-high,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,3,0.750,1,0.250,2,1,0.500,2,2,1.000
google,gemini-2.5-pro,think-high,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
google,gemini-2.5-pro,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,189,33,0.175,154,0.815,95,6,0.063,94,27,0.287
google,gemini-2.5-pro,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,192,189,0.984,3,0.016,96,93,0.969,96,96,1.000
google,gemini-2.5-pro,think-high,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
google,gemini-2.5-pro,think-high,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,277,272,0.982,5,0.018,139,134,0.964,138,138,1.000
google,gemini-2.5-pro,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,192,84,0.438,102,0.531,97,36,0.371,95,48,0.505
google,gemini-2.5-pro,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,473,359,0.759,95,0.201,237,145,0.612,236,214,0.907
