experiment,run_id,provider,model,thinking_mode,results_relpath,maxvars,maxlen,horn,total,correct,unclear,accuracy,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,7,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,7,5,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,8,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,8,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,8,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,8,5,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,9,2,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,9,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,9,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-high,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-high/results.jsonl,9,5,1,2,2,0,1.0,1,1,1.0,1,1,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,3,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,4,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,5,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,5,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,5,3,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,5,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,5,5,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,6,2,1,4,2,0,0.5,2,0,0.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,6,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,6,4,1,4,3,0,0.75,2,2,1.0,2,1,0.5
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,6,5,1,4,3,0,0.75,2,2,1.0,2,1,0.5
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,7,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,7,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,7,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,7,5,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,8,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,8,3,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,8,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,8,5,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,9,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,9,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,9,4,1,4,3,0,0.75,2,2,1.0,2,1,0.5
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-low,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,9,5,1,3,3,0,1.0,2,2,1.0,1,1,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,4,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,4,4,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,4,5,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,5,2,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,5,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,5,4,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,5,5,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,6,2,1,4,2,0,0.5,2,0,0.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,6,3,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,6,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,6,5,1,4,3,0,0.75,2,1,0.5,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,7,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,7,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,7,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,7,5,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,8,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,8,3,1,4,4,0,1.0,2,2,1.0,2,2,1.0
anthropic_cheap_cnf2_con_hornonly,cheap_20251027_2133,anthropic,claude-haiku-4-5-20251001,think-med,anthropic_cheap_cnf2_con_hornonly/cheap_20251027_2133/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,8,4,1,4,4,0,1.0,2,2,1.0,2,2,1.0
